Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
itpr2,0.28552214,0.269620661,1.058977229,0.28961015,0.999978072,394.3328187
itsn1,0.026711056,0.349284346,0.07647367,0.939042261,0.999978072,303.2619447
ivd,0.166802245,0.335532127,0.497127492,0.619099149,0.999978072,340.5099984
jade1,0.104468432,0.329094295,0.317442244,0.750908057,0.999978072,244.8388478
jagn1,0.021377771,0.352126719,0.060710449,0.95158981,0.999978072,728.9309124
jak1,-0.086091638,0.26094766,-0.32991918,0.741461031,0.999978072,812.5067244
jmjd1c,0.086089206,0.403752296,0.213222827,0.831153164,0.999978072,253.9922186
jmjd4,-0.188667768,0.475663243,-0.39664147,0.691631867,0.999978072,64.66723234
jmjd7,0.442392689,0.398718148,1.109537381,0.267198428,0.999978072,115.4050573
jmjd8,0.186190262,0.517399224,0.359858023,0.718953309,0.999978072,110.4830088
josd2,0.408865176,0.391990568,1.043048504,0.296925829,0.999978072,186.9586473
jtb,0.667246872,0.423172951,1.576771083,0.114848208,0.999978072,261.3481207
kank3,0.330497644,0.394578697,0.837596268,0.40225749,0.999978072,72.32690688
kank4,-0.053733707,0.474465445,-0.113251045,0.909831528,0.999978072,103.1142679
kansl1,-0.383838166,0.316667433,-1.212117591,0.225467371,0.999978072,230.8449044
kansl2,-0.371640532,0.319070399,-1.164760296,0.244116034,0.999978072,236.7468533
kansl3,0.055450367,0.411753666,0.134668787,0.892873753,0.999978072,1036.150625
kars,0.009524163,0.277888442,0.034273331,0.972659191,0.999978072,1479.866619
kat14,-0.372924221,0.2880456,-1.294670779,0.195433824,0.999978072,341.2540669
kat2a,-0.726456711,0.455171735,-1.596005759,0.110487508,0.999978072,101.7578268
kat5,0.324655981,0.387348128,0.83815038,0.401946251,0.999978072,98.31219236
kat6b,0.149723944,0.33890974,0.441781178,0.65864756,0.999978072,219.3950784
kat8,-0.211622894,0.320516832,-0.660255165,0.509090097,0.999978072,281.55557
katna1,-0.114553942,0.389870595,-0.293825549,0.768891211,0.999978072,97.33839278
katnb1,0.1728858,0.402486785,0.429544042,0.66752735,0.999978072,80.62466
katnbl1,-0.281639943,0.366699741,-0.768039657,0.442463625,0.999978072,92.68053852
kazn,0.326246264,0.436376031,0.747626452,0.454685505,0.999978072,241.6104687
kcmf1,-0.115006661,0.345492166,-0.332877767,0.739226552,0.999978072,134.7708276
kcnk5,0.939921116,0.628402962,1.495729926,0.134724048,0.999978072,382.2076593
kctd10,-0.362441373,0.370307349,-0.978758251,0.327699442,0.999978072,130.5593081
kctd6,0.139153888,0.610144594,0.228067067,0.819594102,0.999978072,72.60503981
kctd9,0.157554913,0.450747718,0.349541234,0.726683021,0.999978072,88.39026168
kdelc1,0.24350448,0.507074156,0.480214732,0.631074713,0.999978072,83.37592842
kdelr3,0.230592673,0.280062795,0.823360608,0.410302957,0.999978072,792.4688217
kdm1a,-0.056249818,0.352550116,-0.159551267,0.87323457,0.999978072,143.3854243
kdm1b,0.278146998,0.289797659,0.959797255,0.337157264,0.999978072,430.5951408
kdm2a,-0.237953297,0.316410533,-0.752039745,0.452027158,0.999978072,194.6370607
kdm3b,-0.055282203,0.284190551,-0.194525127,0.845764723,0.999978072,489.1567047
kdm5a,-0.141526782,0.562412257,-0.251642421,0.801317466,0.999978072,113.155689
kdm5c,-0.109867378,0.401886974,-0.273378797,0.78456205,0.999978072,102.3984736
kdm6a,0.004733625,0.420104622,0.011267728,0.991009844,0.999978072,127.941012
kdm7a,0.18002237,0.338678607,0.531543375,0.595042292,0.999978072,148.542151
kdr,0.133453269,0.542556366,0.245971253,0.805704485,0.999978072,238.8243813
kdsr,-0.267116491,0.315353149,-0.847039237,0.396973252,0.999978072,261.3079954
keap1,-0.052722396,0.310863283,-0.169599946,0.865324765,0.999978072,641.8028502
khk,-0.123729817,0.30261794,-0.408864778,0.682638898,0.999978072,269.9896157
kiaa0100,-0.39627994,0.312619121,-1.26761261,0.204936326,0.999978072,589.0375525
kiaa0141,0.393935736,0.397458757,0.991136134,0.321619111,0.999978072,258.5030593
kiaa0232,-0.118249361,0.342125224,-0.34563181,0.729619436,0.999978072,203.0448402
kiaa0355,0.065728315,0.347077287,0.189376597,0.849797665,0.999978072,142.7556554
kiaa0368,-0.136263787,0.376190614,-0.362220061,0.717187589,0.999978072,318.9392838
kiaa0430,-0.268613936,0.308995357,-0.869313828,0.384675501,0.999978072,305.8814084
kiaa0907,0.068475786,0.357096163,0.191757272,0.847932342,0.999978072,190.7047174
kiaa0922,0.08934972,0.294952903,0.302928768,0.761944147,0.999978072,402.8384811
kiaa0930,0.020490623,0.403881906,0.050734193,0.95953733,0.999978072,73.33457594
kiaa1143,-0.210548949,0.31877564,-0.660492593,0.50893777,0.999978072,193.250596
kiaa1161,-0.162963667,0.389604069,-0.418280197,0.675742266,0.999978072,381.2207037
kiaa1217,-0.178581469,0.332048398,-0.53781759,0.590702987,0.999978072,125.8087585
kiaa1324,0.450220848,0.401185096,1.122227252,0.261765828,0.999978072,631.1382017
kiaa1429,-0.37732771,0.611101729,-0.617454823,0.536934771,0.999978072,85.88620274
kiaa1462,-0.245407224,0.299505525,-0.819374615,0.412572714,0.999978072,293.8312898
kiaa1468,0.057118613,0.343921751,0.166080257,0.868093791,0.999978072,125.2569759
kiaa2013,0.066985777,0.378726049,0.176871321,0.859609466,0.999978072,342.3865512
kiaa2026,-0.223931873,0.531188318,-0.421567767,0.673340538,0.999978072,88.94844826
kidins220,0.068598248,0.414300616,0.165576021,0.868490619,0.999978072,132.8741195
kif1bp,0.051805076,0.407895194,0.12700585,0.898935768,0.999978072,116.6607906
kif21a,-0.302912308,0.400927322,-0.755529225,0.449931504,0.999978072,155.671542
kif2a,-0.003252455,0.428727403,-0.007586301,0.993947065,0.999978072,133.6908644
kif3a,0.097767184,0.431964665,0.226331438,0.820943648,0.999978072,64.64908173
kif5c,-0.714781159,0.759383952,-0.941264503,0.346569329,0.999978072,67.90704396
kif7,-0.258549712,0.32544086,-0.794459897,0.426927747,0.999978072,361.5649732
kin,0.26454327,0.373572188,0.708144981,0.478855229,0.999978072,2411.684556
kirrel3,0.17117548,0.454138032,0.376923904,0.706230157,0.999978072,168.6807978
kl,0.442325587,0.337148216,1.311961819,0.189533018,0.999978072,2311.269099
klc1,0.126475361,0.346820445,0.364671007,0.715357004,0.999978072,308.7191148
klf12,0.537556257,0.356771704,1.506723352,0.131881583,0.999978072,107.6162335
klf2,0.537666787,0.649389947,0.827956747,0.407694996,0.999978072,102.6553245
klf3,0.059026718,0.322001071,0.18331218,0.854553078,0.999978072,584.606845
klhdc1,-0.263567965,0.408012522,-0.645980088,0.518292251,0.999978072,70.73202526
klhdc3,0.655547765,0.427862645,1.532145356,0.125486569,0.999978072,119.2564476
klhdc4,-0.041760455,0.536866684,-0.077785521,0.937998664,0.999978072,75.6534689
klhl11,0.280860823,0.366229419,0.766898582,0.443141817,0.999978072,248.4126511
klhl12,-0.091992724,0.390477729,-0.235590194,0.813750683,0.999978072,111.8760505
klhl20,-0.40930707,0.35811664,-1.142943455,0.253062069,0.999978072,222.9422058
klhl21,-0.492905645,0.48920931,-1.007555734,0.313667789,0.999978072,89.60168212
klhl22,-0.393014682,0.475978086,-0.825699109,0.408974798,0.999978072,220.1671787
klhl24,-0.404017061,0.380135445,-1.062823964,0.28786179,0.999978072,551.2036784
klhl26,-0.364337102,0.392074563,-0.929254627,0.352757143,0.999978072,154.7952206
klhl36,-0.082134969,0.333946682,-0.245952343,0.805719124,0.999978072,140.3384748
klhl8,-0.446847642,0.644525447,-0.69329713,0.488123104,0.999978072,66.30357519
kmo,-0.005084089,0.315941781,-0.016091853,0.987161113,0.999978072,974.0995576
kmt2a,0.342043671,0.346651649,0.98670718,0.323786209,0.999978072,388.1066577
kmt2b,0.246171742,0.385571913,0.6384587,0.52317513,0.999978072,317.6526155
kmt2c,0.25575919,0.322877367,0.792124861,0.428287875,0.999978072,397.3240614
kmt2d,0.058362768,0.327269811,0.178332268,0.858462039,0.999978072,470.9477594
kmt2e,0.106464189,0.302213209,0.352281721,0.724626995,0.999978072,324.3992477
kpna1,0.364865096,0.322217861,1.132355281,0.257485097,0.999978072,220.1713483
kpna2,0.849242296,0.768966841,1.104393909,0.269422302,0.999978072,67.86885461
kpna4,-0.066678371,0.340059105,-0.196078771,0.844548512,0.999978072,703.1386779
kpna5,0.009782768,0.334678106,0.029230378,0.976680853,0.999978072,151.5530489
kptn,-0.572716139,0.350074807,-1.63598216,0.101843321,0.999978072,173.1865115
kras,-0.230839178,0.265477985,-0.869522865,0.384561207,0.999978072,622.9651645
kremen1,-0.301707148,0.516875348,-0.583713557,0.559413044,0.999978072,104.8430711
kri1,0.191090543,0.319972212,0.597209807,0.550367312,0.999978072,269.0084472
krit1,-0.233657363,0.343292918,-0.680635545,0.49610213,0.999978072,103.294898
krr1,-0.497155299,0.417766738,-1.190030831,0.234034275,0.999978072,82.96473226
krtcap2,0.178220996,0.43315542,0.411448149,0.680743954,0.999978072,785.8824586
ksr1,0.087454228,0.437671773,0.199816924,0.841623765,0.999978072,117.8144973
ktn1,0.378613611,0.411646872,0.919753402,0.357701639,0.999978072,591.0458737
kyat1,0.469413509,0.531193781,0.883695415,0.376860656,0.999978072,69.96848193
kyat3,-0.283389834,0.286719277,-0.988387795,0.322962763,0.999978072,533.167133
kynu,-0.168401438,0.332938723,-0.505803101,0.612994882,0.999978072,1154.933969
l2hgdh,0.051910934,0.341175328,0.152153247,0.879066068,0.999978072,1991.074608
l3mbtl3,-0.170798867,0.30839923,-0.553823909,0.579699364,0.999978072,217.9424825
lactb,0.140473021,0.350702695,0.400547311,0.688753445,0.999978072,147.5573433
lactbl1,-0.078193417,0.423480658,-0.1846446,0.853507802,0.999978072,187.515576
lad1,0.223471501,0.463256931,0.482392136,0.629527406,0.999978072,221.2755849
lama4,0.023273033,0.476673704,0.048823825,0.961059695,0.999978072,112.624317
lamb1,0.061415371,0.393575635,0.156044646,0.87599783,0.999978072,101.7874157
lamp1,0.367196487,0.286006887,1.283872882,0.199186437,0.999978072,403.5503011
lamp2,-0.042337015,0.282614445,-0.149804852,0.880918581,0.999978072,1433.895355
lamp3,-0.118556447,0.483397177,-0.245256805,0.806257595,0.999978072,371.3295067
lamtor1,0.188141865,0.377659545,0.498178499,0.618358235,0.999978072,275.0928882
lamtor2,-0.315441909,0.40227277,-0.784149297,0.432952512,0.999978072,148.901791
lamtor3,0.002719632,0.301749936,0.009012866,0.99280887,0.999978072,247.3372199
lamtor4,-0.097899234,0.398389319,-0.245737596,0.805885367,0.999978072,110.4196534
lamtor5,-0.285393912,0.52504129,-0.543564701,0.586741056,0.999978072,71.20131329
lancl1,-0.217001081,0.342394467,-0.63377508,0.526227619,0.999978072,152.597066
lancl2,-0.332380925,0.367776514,-0.903757886,0.366123798,0.999978072,322.020626
lap3,-0.082744854,0.465881233,-0.17760933,0.859029797,0.999978072,75.81684291
laptm4a,0.067379347,0.269825507,0.24971452,0.802808129,0.999978072,1310.248926
larp1,0.40016094,0.267230545,1.49743713,0.134279553,0.999978072,935.5468488
lars,-0.075664913,0.500441068,-0.15119645,0.879820751,0.999978072,458.1180272
las1l,0.447323549,0.414999198,1.077890153,0.28108278,0.999978072,76.90059444
lasp1,-0.158384854,0.313060297,-0.505924435,0.612909698,0.999978072,1603.166464
lbh,0.126817342,0.53490326,0.237084632,0.812591135,0.999978072,107.6447266
lbr,-0.432986598,0.489658424,-0.884262531,0.37655451,0.999978072,64.83276137
lcat,0.470732723,0.458650525,1.026342927,0.30472997,0.999978072,6174.829004
lclat1,-0.215699652,0.314615003,-0.685598748,0.492966171,0.999978072,815.8394325
lcmt1,-0.117365736,0.412938281,-0.284221012,0.776241014,0.999978072,102.7912299
lcn2,0.080346467,0.275372985,0.291773234,0.770460011,0.999978072,16176.3081
lcorl,0.104039026,0.368933418,0.281999464,0.777943921,0.999978072,208.0946709
ldhd,0.326407923,0.356096328,0.916628162,0.359337522,0.999978072,131.0521977
ldlr,0.097627109,0.839756133,0.1162565,0.907449259,0.999978072,169.7669994
ldlrad4,-0.155003167,0.598521554,-0.25897675,0.79565318,0.999978072,80.11854045
ldlrap1,-0.038603043,0.298013972,-0.129534338,0.896934856,0.999978072,227.3508921
lemd3,0.746237132,0.479310111,1.556898373,0.119494616,0.999978072,128.2273023
leng1,-0.224028668,0.381214558,-0.587670809,0.556753272,0.999978072,121.221649
leng8,-0.565413034,0.584956526,-0.966589839,0.333749116,0.999978072,664.4700478
leng9,0.393621074,0.391622633,1.005102976,0.314847267,0.999978072,233.0250781
leo1,0.122791848,0.358305993,0.342701072,0.731823356,0.999978072,159.0380961
lepr,0.158230376,0.493813026,0.320425683,0.748645659,0.999978072,97.02381706
letm1,0.350936302,0.310777934,1.129218852,0.258805523,0.999978072,230.8353374
letm2,-0.055017896,0.404686753,-0.135951808,0.891859379,0.999978072,387.4159042
lgals3bp,0.182990789,0.456442708,0.40090637,0.68848906,0.999978072,216.336355
lgr4,-0.131709805,0.280542413,-0.469482683,0.63872466,0.999978072,691.0596028
lhpp,-0.390917533,0.405241656,-0.964652887,0.3347187,0.999978072,196.339968
lias,-0.19601675,0.289828542,-0.676319691,0.498837693,0.999978072,250.2009446
lig1,-0.141187737,0.359709173,-0.392505244,0.694684937,0.999978072,89.89238997
lig3,0.158847122,0.39730205,0.399814503,0.689293148,0.999978072,63.94110578
limd1,0.546089382,0.375102501,1.455840418,0.14543674,0.999978072,518.6850536
limk2,0.138890741,0.395035548,0.351590489,0.725145399,0.999978072,139.7724754
lin7c,-0.564693766,0.425677076,-1.326577817,0.184648378,0.999978072,151.1171076
lipc,0.066775737,0.297119747,0.224743517,0.822178809,0.999978072,1361.678328
lipe,1.001912319,0.6948298,1.441953581,0.149315469,0.999978072,342.1535325
liph,0.075992347,0.433763982,0.175192846,0.860928105,0.999978072,165.4941935
lipt2,-0.326748277,0.381350483,-0.856818836,0.391545014,0.999978072,149.1568952
lix1l,-0.212533911,0.395091028,-0.537936566,0.590620843,0.999978072,232.3061739
llgl1,-0.143632028,0.304078326,-0.472352074,0.636675507,0.999978072,655.2231648
llgl2,-0.078581202,0.369536767,-0.212647858,0.831601639,0.999978072,222.0505157
llph,-0.154038782,0.389768075,-0.395206257,0.692690675,0.999978072,1436.486406
lman1,0.120659415,0.406124839,0.297099324,0.76639068,0.999978072,2152.286031
lman2,0.387013975,0.382328764,1.012254405,0.311416429,0.999978072,625.1481245
lmbr1,-0.414502546,0.375009665,-1.105311636,0.269024578,0.999978072,142.5621398
lmbr1l,-0.111710445,0.400899337,-0.278649614,0.780513734,0.999978072,241.5598079
lmbrd1,0.297453438,0.340744855,0.872950638,0.382689983,0.999978072,452.0349141
lmbrd2,0.099779568,0.31367791,0.318095617,0.750412408,0.999978072,155.2104592
lmf1,0.185348868,0.293584459,0.631330653,0.527824348,0.999978072,230.4039711
lmf2,0.162450002,0.402213226,0.403890255,0.686293423,0.999978072,4199.551609
lmnb2,-0.535873569,0.387857751,-1.38162398,0.167087187,0.999978072,88.0857425
lmtk2,-0.362206306,0.323926085,-1.11817579,0.263491922,0.999978072,257.9426782
lnpep,-0.650783667,0.523909173,-1.242168873,0.214174262,0.999978072,128.1988074
lnpk,-0.020916699,0.399173823,-0.052399978,0.958209992,0.999978072,68.12683907
lonp2,0.101204981,0.272472768,0.371431544,0.710316135,0.999978072,434.1344203
lonrf1,0.245053225,0.446126526,0.549290863,0.582805857,0.999978072,451.8398509
lonrf2,-0.022488538,0.270710556,-0.083072261,0.933794082,0.999978072,389.1513105
lpar3,-0.592878521,0.496697852,-1.193640196,0.232618743,0.999978072,230.2178152
lpcat2,-0.259349605,0.363364105,-0.713745802,0.475384379,0.999978072,264.2600546
lpcat3,0.537667298,0.367008718,1.46499871,0.14292127,0.999978072,275.1075416
lpgat1,-0.503154973,0.350910738,-1.433854591,0.151613763,0.999978072,473.1283527
lpl,0.011309853,0.533657257,0.021193103,0.983091616,0.999978072,361.1008811
lrba,0.429910063,0.373885773,1.149843331,0.250208405,0.999978072,350.2541361
lrch3,0.210013553,0.289251628,0.726058326,0.467803015,0.999978072,238.125718
lrch4,0.248115275,0.360454983,0.688339147,0.491239235,0.999978072,149.0908703
lrif1,-0.367354233,0.419956787,-0.874742937,0.381713792,0.999978072,64.66007251
lrig1,-0.252001281,0.459103476,-0.548898655,0.583075001,0.999978072,304.6887403
lrig2,-0.136019972,0.37495024,-0.362768063,0.716778151,0.999978072,104.0113811
lrp1,0.097490441,0.379335838,0.257002982,0.797176471,0.999978072,2457.989733
lrp10,0.070683786,0.295157619,0.239478101,0.810734876,0.999978072,287.3760814
lrp11,0.278266885,0.431441016,0.644970863,0.518946068,0.999978072,429.0936198
lrp12,0.443462242,0.403635921,1.098668921,0.271912503,0.999978072,101.1762272
lrpprc,-0.092327811,0.437478564,-0.211045338,0.832851893,0.999978072,69.59948474
lrrc1,-0.009524863,0.453072617,-0.021022818,0.983227454,0.999978072,171.7096614
lrrc28,0.042863976,0.355223024,0.120667787,0.903954175,0.999978072,158.0764045
lrrc40,0.348003551,0.397081725,0.876402837,0.380811077,0.999978072,98.85312941
lrrc42,-0.370900594,0.472860809,-0.78437584,0.432819611,0.999978072,66.83441501
lrrc45,-0.582931204,0.41587355,-1.401703002,0.161003954,0.999978072,162.9699955
lrrc47,0.424495568,0.343325529,1.236422962,0.216301385,0.999978072,114.1936461
lrrc57,0.485615142,0.351615378,1.381097564,0.167248965,0.999978072,201.1495778
lrrc59,-0.22906454,0.415701433,-0.551031394,0.581612154,0.999978072,374.2917688
lrrc8a,-0.199615649,0.273752022,-0.729184199,0.465888995,0.999978072,459.1392163
lrrc8d,-0.232089074,0.373916494,-0.620697609,0.534798603,0.999978072,229.4554379
lrrfip2,0.693599671,0.463801008,1.495468226,0.134792286,0.999978072,271.7327646
lrrk1,0.183839742,0.411751191,0.446482599,0.65524868,0.999978072,75.20980348
lrrk2,0.406010497,0.424979722,0.9553644,0.339393451,0.999978072,88.29434361
lrsam1,0.077901106,0.336185178,0.231720824,0.816754857,0.999978072,139.6472427
lsg1,-0.297573004,0.364349094,-0.816724973,0.414085617,0.999978072,181.604337
lsm1,-0.541156545,0.495722955,-1.091651171,0.274986455,0.999978072,77.75662434
lsm12,-0.015985546,0.304881136,-0.052432061,0.958184429,0.999978072,364.8684205
lsm14a,-0.287425092,0.327068353,-0.878792121,0.379513999,0.999978072,641.8042513
lsm2,-0.365515433,0.365698426,-0.999499607,0.317552729,0.999978072,133.6056709
lsm3,-0.160356875,0.353941345,-0.453060593,0.650505111,0.999978072,285.9350161
lsm4,-0.037825127,0.390849281,-0.096776759,0.922903681,0.999978072,110.7619456
lsm5,-0.584608801,0.412318042,-1.417858891,0.156231967,0.999978072,100.4185601
lta4h,0.257138693,0.507718509,0.506459167,0.612534348,0.999978072,174.9493331
ltbp2,0.680198829,0.472318876,1.440126286,0.149831673,0.999978072,86.99571833
ltbp3,0.889002386,0.547177429,1.624705881,0.104225244,0.999978072,322.1891578
ltn1,0.031412233,0.472778579,0.066441743,0.947026137,0.999978072,158.0307935
ltv1,-0.400941836,0.331908032,-1.207990759,0.227050817,0.999978072,724.6490876
luc7l,0.465167623,0.413193231,1.125787133,0.260255632,0.999978072,234.5559945
luc7l3,-0.387397012,0.288460835,-1.342979583,0.179278585,0.999978072,309.3797395
luzp1,0.205087447,0.388400883,0.528030333,0.597478283,0.999978072,174.2343581
